8+43   _51
984*765_752760
282+95 _377
32+696 _728
722*39 _28158 
758*8  _6064  
885+886_1771
343*67 _22981 
76+598 _674
643+22 _665
135*40 _5400  
496*918_455328
72+182 _254
567*5  _2835  
779*344_267976
60*561 _33660 
8+434  _442
403+50 _453
778*425_330650
217*52 _11284 
79+243 _322
834+97 _931
111*522_57942 
59*624 _36816 
625*689_430625
0*163  _0     
562*45 _25290 
10*106 _1060  
94+705 _799
824+52 _876
233+15 _248
898+58 _956
58+246 _304
971+923_1894
3*198  _594   
46+374 _420
378*63 _23814 
14+197 _211
61*496 _30256 
737+423_1160
591+877_1468
953+82 _1035
478*62 _29636 
984*985_969240
125*16 _2000  
768+883_1651
265*230_60950 
513*23 _11799 
39*981 _38259 
615+353_968
13*942 _12246 
931+6  _937
81*665 _53865 
760+907_1667
81+846 _927
522+2  _524
78+131 _209
210*26 _5460  
631*41 _25871 
95*116 _11020 
35*364 _12740 
27*293 _7911  
450*31 _13950 
793+16 _809
97+717 _814
627+1  _628
966*348_336168
286*17 _4862  
54*883 _47682 
778+299_1077
458+65 _523
85+153 _238
62*579 _35898 
564+411_975
791+13 _804
853*0  _0     
780*146_113880
297+2  _299
57*921 _52497 
77+982 _1059
97+84  _181
88*644 _56672 
45*94  _4230  
94*972 _91368 
30*945 _28350 
329*283_93107 
4*637  _2548  
527*905_476935
693*633_438669
76+168 _244
52+879 _931
405*81 _32805 
101+43 _144
49*663 _32487 
536*33 _17688 
42+135 _177
217+898_1115
205+502_707
447*13 _5811  
668+12 _680
8*759  _6072  
350*3  _1050  
626+654_1280
272*369_100368
150+895_1045
10*695 _6950  
59+277 _336
435*19 _8265  
935+84 _1019
546*6  _3276  
447*96 _42912 
792*18 _14256 
587+24 _611
991*66 _65406 
578+934_1512
899*85 _76415 
188*2  _376   
216+374_590
591+42 _633
26+281 _307
783+924_1707
578*299_172822
972+40 _1012
719+511_1230
321+110_431
5+482  _487
329*6  _1974  
537+94 _631
719+929_1648
1+283  _284
868*96 _83328 
435*175_76125 
2*263  _526   
59+232 _291
64+339 _403
607*95 _57665 
21*881 _18501 
104+6  _110
519+185_704
95+294 _389
40+498 _538
125*66 _8250  
815*990_806850
311*31 _9641  
639*24 _15336 
24*740 _17760 
621*4  _2484  
38+863 _901
360+41 _401
746*986_735556
76+43  _119
808+52 _860
264*632_166848
8*811  _6488  
191+91 _282
920+426_1346
675+89 _764
73+742 _815
376+537_913
681*744_506664
559*831_464529
958*932_892856
178+274_452
775+33 _808
676+657_1333
381*483_184023
714+817_1531
80*251 _20080 
420+798_1218
414*32 _13248 
720*250_180000
99+936 _1035
331+962_1293
626+94 _720
50+471 _521
390+74 _464
49*227 _11123 
79*490 _38710 
11+638 _649
563+692_1255
284*11 _3124  
896*33 _29568 
97*207 _20079 
10+142 _152
30+766 _796
878+917_1795
89*619 _55091 
194+17 _211
17+669 _686
691+28 _719
327+864_1191
233+950_1183
300*58 _17400 
593*232_137576
652+100_752
378*99 _37422 
12*596 _7152  
199+799_998
140*87 _12180 
686*92 _63112 
185+453_638
720*26 _18720 
380+792_1172
58*90  _5220  
42+682 _724
41*258 _10578 
154+935_1089
905*85 _76925 
312+434_746
446*909_405414
341+23 _364
284+40 _324
8+351  _359
231*438_101178
572*401_229372
7*918  _6426  
648*71 _46008 
39*941 _36699 
70*825 _57750 
858+9  _867
83+265 _348
912+711_1623
287*276_79212 
33+68  _101
542*649_351758
502*43 _21586 
7+771  _778
93*947 _88071 
94+957 _1051
728+83 _811
640+41 _681
11+977 _988
1*304  _304   
791*266_210406
0*395  _0     
98*320 _31360 
193+385_578
589*47 _27683 
79*519 _41001 
872*66 _57552 
958*114_109212
94+306 _400
574+867_1441
904+25 _929
958+43 _1001
148*7  _1036  
29*922 _26738 
50*762 _38100 
45*228 _10260 
315+384_699
653+29 _682
760*15 _11400 
690*763_526470
154+45 _199
105*77 _8085  
524*41 _21484 
94*174 _16356 
159*161_25599 
933*936_873288
904+83 _987
785*36 _28260 
612+99 _711
629*81 _50949 
24+687 _711
905*46 _41630 
774*237_183438
57+62  _119
80*71  _5680  
156*37 _5772  
679*8  _5432  
896*38 _34048 
84*114 _9576  
189+3  _192
459*69 _31671 
981*37 _36297 
740+49 _789
591*963_569133
341+6  _347
1+352  _353
83*81  _6723  
11+488 _499
867+26 _893
33*33  _1089  
36*49  _1764  
569*336_191184
67+200 _267
856+286_1142
84*863 _72492 
581+165_746
60+728 _788
722*78 _56316 
344*73 _25112 
82+133 _215
728+446_1174
305+655_960
973+546_1519
9+407  _416
6*737  _4422  
41+344 _385
638+21 _659
799*388_310012
358*446_159668
15+869 _884
37*183 _6771  
4*208  _832   
88+908 _996
62+959 _1021
986+29 _1015
14*628 _8792  
477*3  _1431  
87*171 _14877 
350*30 _10500 
572*66 _37752 
655*24 _15720 
206*76 _15656 
602*672_404544
149*59 _8791  
165+61 _226
672+342_1014
232*55 _12760 
15+839 _854
34+978 _1012
350*731_255850
458+7  _465
777*31 _24087 
65*540 _35100 
19*316 _6004  
350+468_818
702+147_849
486+153_639
324+580_904
332+39 _371
451*410_184910
5*658  _3290  
63*433 _27279 
724*4  _2896  
656+565_1221
832*30 _24960 
851*52 _44252 
9*316  _2844  
656*772_506432
908*14 _12712 
750*34 _25500 
464*75 _34800 
999+221_1220
776+32 _808
34*811 _27574 
47*592 _27824 
70+655 _725
686*2  _1372  
63*793 _49959 
691+146_837
638*879_560802
29+878 _907
26+983 _1009
402*73 _29346 
95+744 _839
873*87 _75951 
56*773 _43288 
0*187  _0     
310*544_168640
78*475 _37050 
79*398 _31442 
344+49 _393
92+45  _137
496*665_329840
115+9  _124
301*115_34615 
9+252  _261
662+774_1436
450*44 _19800 
23*766 _17618 
115+24 _139
488+47 _535
2*400  _800   
897+29 _926
704*95 _66880 
80*780 _62400 
266*27 _7182  
201*79 _15879 
396*357_141372
51*788 _40188 
74+187 _261
215*87 _18705 
81*495 _40095 
90*115 _10350 
77+652 _729
690*907_625830
120+2  _122
90*707 _63630 
884+126_1010
156*680_106080
331*45 _14895 
417+875_1292
763*6  _4578  
198*12 _2376  
58+894 _952
21+91  _112
666+430_1096
272*624_169728
98*838 _82124 
461*1  _461   
545*849_462705
176*463_81488 
617*545_336265
745+66 _811
50*636 _31800 
318+995_1313
34*551 _18734 
771*3  _2313  
664+37 _701
937*369_345753
889*31 _27559 
196*65 _12740 
107+408_515
743+596_1339
736*21 _15456 
75*294 _22050 
588*928_545664
58+82  _140
159+54 _213
832*16 _13312 
301*17 _5117  
992*224_222208
19*552 _10488 
3+443  _446
270*4  _1080  
277+280_557
80*337 _26960 
11*693 _7623  
472*505_238360
620+95 _715
43+726 _769
2+729  _731
97+531 _628
46+751 _797
404+57 _461
0+846  _846
495*80 _39600 
52+999 _1051
34*257 _8738  
5*437  _2185  
692+48 _740
22*553 _12166 
573+714_1287
94*156 _14664 
337+570_907
836+87 _923
27+448 _475
730*10 _7300  
779+50 _829
19*698 _13262 
915*209_191235
19+687 _706
493*394_194242
996+78 _1074
898+313_1211
35*854 _29890 
94+738 _832
495*20 _9900  
618+82 _700
82*424 _34768 
537*73 _39201 
947*923_874081
436+68 _504
982*37 _36334 
77*233 _17941 
27+679 _706
49+396 _445
335*421_141035
175*928_162400
116*562_65192 
249*96 _23904 
837+7  _844
722+635_1357
6*205  _1230  
572+878_1450
67*721 _48307 
763*13 _9919  
34*563 _19142 
8+219  _227
540*81 _43740 
10+506 _516
483+37 _520
18+510 _528
34+842 _876
385*22 _8470  
311+622_933
315+307_622
100*41 _4100  
24+24  _48
632+68 _700
907*400_362800
60+719 _779
487*800_389600
196*25 _4900  
68+127 _195
230*278_63940 
579*494_286026
253+222_475
253*62 _15686 
45*90  _4050  
80+285 _365
990*734_726660
670+278_948
23+369 _392
16+962 _978
13*33  _429   
899+87 _986
20*679 _13580 
246*752_184992
330+811_1141
65+97  _162
326*215_70090 
870+183_1053
773*125_96625 
7+171  _178
57+582 _639
20+610 _630
395+87 _482
546*35 _19110 
554*268_148472
19+140 _159
554*6  _3324  
77+965 _1042
71+423 _494
119*55 _6545  
730+0  _730
58*189 _10962 
40*106 _4240  
184+25 _209
832*367_305344
632+78 _710
811*9  _7299  
826*33 _27258 
841+267_1108
332+431_763
22+355 _377
164+867_1031
30+96  _126
9*786  _7074  
461*389_179329
150*998_149700
26+671 _697
368+295_663
404*81 _32724 
279+65 _344
482+891_1373
83+158 _241
808*59 _47672 
502*37 _18574 
582+144_726
938*995_933310
199+903_1102
170+326_496
953*947_902491
556*91 _50596 
977+870_1847
708*557_394356
897+993_1890
837*29 _24273 
221+634_855
556+16 _572
454*9  _4086  
12+196 _208
999+72 _1071
72*335 _24120 
396+703_1099
74+946 _1020
928+123_1051
174*33 _5742  
71*497 _35287 
96+730 _826
918+30 _948
240+33 _273
902*80 _72160 
993*26 _25818 
253*546_138138
109*78 _8502  
5*340  _1700  
52+784 _836
367*69 _25323 
770+13 _783
3+778  _781
76*559 _42484 
447+83 _530
65*227 _14755 
499*944_471056
84*761 _63924 
887+51 _938
579*37 _21423 
87+839 _926
83+77  _160
480*662_317760
903*93 _83979 
539+785_1324
981*54 _52974 
759*882_669438
296*848_251008
137+326_463
676+9  _685
27*279 _7533  
895*147_131565
15+334 _349
9+942  _951
288+859_1147
799*40 _31960 
400+962_1362
532*447_237804
88*703 _61864 
363*795_288585
236*117_27612 
10*746 _7460  
802*481_385762
32*245 _7840  
395+378_773
993*91 _90363 
59*635 _37465 
81*991 _80271 
71+460 _531
19+294 _313
625+63 _688
6+230  _236
621*24 _14904 
85*420 _35700 
949+903_1852
240+73 _313
815+88 _903
883*475_419425
7*511  _3577  
606+76 _682
315+79 _394
32+303 _335
192+66 _258
709+70 _779
289*868_250852
60+305 _365
259*197_51023 
299+37 _336
765*618_472770
741*9  _6669  
859*46 _39514 
408*56 _22848 
29*59  _1711  
446+13 _459
126*88 _11088 
24*666 _15984 
566*463_262058
95*85  _8075  
908+231_1139
610+225_835
735+854_1589
6*890  _5340  
17+220 _237
80*120 _9600  
205+206_411
493+55 _548
830*97 _80510 
225+62 _287
446+220_666
52*279 _14508 
562+57 _619
75+706 _781
90+752 _842
88*813 _71544 
7*951  _6657  
927*217_201159
380*183_69540 
317+887_1204
617+420_1037
575+8  _583
202*85 _17170 
3*431  _1293  
367+29 _396
81*943 _76383 
248+77 _325
17+312 _329
94+319 _413
770+971_1741
88*686 _60368 
728*809_588952
270+686_956
64*181 _11584 
61*399 _24339 
50*409 _20450 
201*96 _19296 
550*74 _40700 
615+18 _633
311+49 _360
79*102 _8058  
899*263_236437
912+46 _958
59*718 _42362 
63*39  _2457  
224*164_36736 
721*43 _31003 
376+606_982
44*317 _13948 
203+66 _269
54+437 _491
891+13 _904
506*5  _2530  
209*225_47025 
780+33 _813
258*24 _6192  
337*150_50550 
987*549_541863
463+54 _517
31*512 _15872 
742*78 _57876 
71+976 _1047
51*582 _29682 
873*849_741177
979*131_128249
900+855_1755
490*3  _1470  
794+67 _861
611*14 _8554  
78+225 _303
6+507  _513
474+13 _487
36*721 _25956 
28*74  _2072  
664*30 _19920 
50*816 _40800 
237+575_812
64*627 _40128 
113+682_795
875*35 _30625 
230+91 _321
849*95 _80655 
989*671_663619
417*482_200994
703*83 _58349 
472+390_862
87+819 _906
9+441  _450
280*203_56840 
50+140 _190
54+732 _786
90+835 _925
252+99 _351
219*862_188778
693*92 _63756 
512+970_1482
889+1  _890
72*812 _58464 
464*94 _43616 
55*788 _43340 
18+26  _44
21+114 _135
92+681 _773
74*824 _60976 
85+88  _173
5+568  _573
408+24 _432
0*937  _0     
30+117 _147
632+38 _670
414+999_1413
0*254  _0     
949*9  _8541  
387*23 _8901  
438*929_406902
736+628_1364
363*820_297660
717*113_81021 
22+73  _95
24+902 _926
196*540_105840
783+75 _858
584*350_204400
37*796 _29452 
785*42 _32970 
167*54 _9018  
123*298_36654 
518+53 _571
490*525_257250
840+860_1700
25+195 _220
833+518_1351
149+342_491
330+750_1080
7*528  _3696  
50*105 _5250  
614*247_151658
661*314_207554
775*95 _73625 
89*61  _5429  
36*394 _14184 
958+303_1261
718*256_183808
564+299_863
404*378_152712
89*170 _15130 
780*13 _10140 
827*20 _16540 
7+179  _186
48*693 _33264 
49*855 _41895 
840*302_253680
85*799 _67915 
79+198 _277
79+37  _116
369*5  _1845  
264+22 _286
824+36 _860
98+148 _246
826*178_147028
28*653 _18284 
10+895 _905
0+650  _650
882+22 _904
884+38 _922
153+339_492
986+221_1207
310+348_658
904*94 _84976 
33+352 _385
526+337_863
61*376 _22936 
67+656 _723
346+353_699
631+50 _681
85+607 _692
22+854 _876
313*45 _14085 
20+934 _954
498*808_402384
589*510_300390
79*686 _54194 
968*744_720192
681+67 _748
906+356_1262
544*67 _36448 
932*81 _75492 
533+604_1137
123*9  _1107  
1+583  _584
150*60 _9000  
821+71 _892
835+714_1549
35+600 _635
197+32 _229
55+627 _682
747*767_572949
490+4  _494
997*9  _8973  
178*424_75472 
738+745_1483
730+803_1533
680*9  _6120  
44*867 _38148 
1+884  _885
102*92 _9384  
161+26 _187
689*6  _4134  
714+716_1430
31*467 _14477 
277+980_1257
80+59  _139
265*41 _10865 
616+376_992
849*72 _61128 
86+633 _719
197*67 _13199 
78*772 _60216 
957*41 _39237 
6+261  _267
950*122_115900
77+946 _1023
715*318_227370
227*75 _17025 
826+9  _835
822*13 _10686 
55+472 _527
62+299 _361
568+726_1294
730*22 _16060 
70+576 _646
904+57 _961
52+454 _506
268*519_139092
69+863 _932
139+37 _176
506+433_939
15+377 _392
118*428_50504 
896+368_1264
578+488_1066
683+37 _720
97+988 _1085
930+419_1349
46*299 _13754 
511*2  _1022  
262*234_61308 
40+358 _398
648+44 _692
146*24 _3504  
925*89 _82325 
540*651_351540
520+900_1420
6+574  _580
643*634_407662
73*142 _10366 
307+362_669
408+446_854
748+642_1390
92+431 _523
363*39 _14157 
4*636  _2544  
88+129 _217
962*179_172198
611*52 _31772 
96*472 _45312 
252+13 _265
880+383_1263
624*85 _53040 
90+279 _369
72+437 _509
18*640 _11520 
965*91 _87815 
58+414 _472
96*696 _66816 
740*2  _1480  
710+77 _787
29+445 _474
47+986 _1033
659*163_107417
192+67 _259
135+197_332
2*658  _1316  
347+69 _416
219*25 _5475  
779+81 _860
909+65 _974
482*339_163398
704+714_1418
354+728_1082
663+130_793
599*86 _51514 
615+57 _672
671+98 _769
93+103 _196
44+741 _785
100+81 _181
30+556 _586
67*29  _1943  
91+633 _724
70+311 _381
806+62 _868
734+128_862
795*352_279840
786+87 _873
432+38 _470
893*673_600989
36+818 _854
46*831 _38226 
937+271_1208
858*271_232518
522+8  _530
37*786 _29082 
537+38 _575
712+94 _806
333+38 _371
798*472_376656
633*236_149388
666+45 _711
692*954_660168
20+554 _574
649+899_1548
26+188 _214
482*55 _26510 
174+85 _259
786+89 _875
543+22 _565
199+44 _243
619*28 _17332 
280+791_1071
629+328_957
887*890_789430
856+46 _902
984*82 _80688 
924*74 _68376 
4*333  _1332  
24*875 _21000 
41*206 _8446  
28+930 _958
974*33 _32142 
27+586 _613
277+21 _298
792+295_1087
978+744_1722
827*68 _56236 
924+508_1432
24*775 _18600 
321+413_734
644*6  _3864  
30*136 _4080  
607*24 _14568 
27*741 _20007 
97*892 _86524 
23*586 _13478 
811+155_966
219+29 _248
806+99 _905
481+728_1209
53*733 _38849 
613+34 _647
666*33 _21978 
253+528_781
742*892_661864
584*44 _25696 
49+307 _356
699*99 _69201 
611*47 _28717 
277+334_611
793*597_473421
835+25 _860
712+328_1040
687*384_263808
488*26 _12688 
807+247_1054
92+598 _690
968+893_1861
986+530_1516
34*561 _19074 
303*989_299667
155*65 _10075 
97*55  _5335  
165+86 _251
898+818_1716
827*73 _60371 
73+57  _130
90+266 _356
569*23 _13087 
46*883 _40618 
277+4  _281
691+632_1323
216+85 _301
77+471 _548
471+59 _530
811+301_1112
19*474 _9006  
5+224  _229
9+548  _557
332+245_577
377+24 _401
226*87 _19662 
126*75 _9450  
488+990_1478
6*616  _3696  
653*36 _23508 
256+754_1010
656*999_655344
317*192_60864 
971+67 _1038
75*402 _30150 
17*121 _2057  
980+423_1403
12*535 _6420  
408+995_1403
306+832_1138
123+79 _202
615+24 _639
937*313_293281
466*43 _20038 
89+968 _1057
62+90  _152
494+14 _508
794+831_1625
144*62 _8928  
184*652_119968
3*902  _2706  
90*357 _32130 
936+14 _950
70+748 _818
550+98 _648
405*393_159165
910*706_642460
546*240_131040
64+386 _450
440*260_114400
392+826_1218
62+684 _746
28+337 _365
44*525 _23100 
384*484_185856
17+478 _495
524+37 _561
75*336 _25200 
426+7  _433
508+94 _602
111*228_25308 
29+661 _690
542+499_1041
785*144_113040
697*20 _13940 
836+85 _921
1+478  _479
707*93 _65751 
81+457 _538
809*24 _19416 
784*627_491568
293*45 _13185 
689+411_1100
84*748 _62832 
302+28 _330
619+81 _700
497*44 _21868 
186+976_1162
458*785_359530
41*264 _10824 
94*890 _83660 
42*149 _6258  
327+527_854
754+54 _808
882*41 _36162 
958*500_479000
95*233 _22135 
362+298_660
10+201 _211
90*372 _33480 
628+565_1193
63*581 _36603 
111*461_51171 
743*37 _27491 
94*813 _76422 
140+85 _225
968*21 _20328 
92+322 _414
801*962_770562
90+448 _538
13+662 _675
465+520_985
91*177 _16107 
949+46 _995
232+21 _253
90+14  _104
801+254_1055
59*223 _13157 
707+755_1462
449+436_885
634*379_240286
631+26 _657
569+32 _601
507*5  _2535  
165+55 _220
98+211 _309
44+59  _103
90+429 _519
464*569_264016
929+4  _933
31*65  _2015  
98+939 _1037
578*248_143344
978*66 _64548 
655*30 _19650 
25+303 _328
118*73 _8614  
649*89 _57761 
31*375 _11625 
230*29 _6670  
58+852 _910
176*52 _9152  
389*894_347766
48*118 _5664  
354+704_1058
73+363 _436
886*35 _31010 
331*6  _1986  
595+42 _637
7*840  _5880  
971*34 _33014 
511*513_262143
709+712_1421
807*928_748896
33+976 _1009
644*748_481712
735*58 _42630 
66*279 _18414 
718+5  _723
935*129_120615
581*29 _16849 
63*146 _9198  
285+93 _378
472*85 _40120 
280*864_241920
155+4  _159
37+668 _705
334+646_980
4*242  _968   
430+441_871
517*2  _1034  
31*555 _17205 
678*229_155262
96+609 _705
906+607_1513
943+479_1422
408+72 _480
342*44 _15048 
960*15 _14400 
95+274 _369
336*189_63504 
491*7  _3437  
217+879_1096
137+710_847
144+264_408
833+787_1620
212*644_136528
430*433_186190
925+831_1756
804+441_1245
760*254_193040
326*732_238632
462*130_60060 
7*428  _2996  
555*626_347430
70*303 _21210 
69*641 _44229 
563+805_1368
198+2  _200
37+944 _981
362*35 _12670 
482+69 _551
348*551_191748
57+606 _663
295*406_119770
500+218_718
243*59 _14337 
922*35 _32270 
65*379 _24635 
638+7  _645
973+60 _1033
0+238  _238
401+449_850
7+636  _643
704*438_308352
276*92 _25392 
611*650_397150
79*484 _38236 
710*75 _53250 
532+47 _579
762*112_85344 
676+499_1175
481*3  _1443  
627*801_502227
26*244 _6344  
72*248 _17856 
28*733 _20524 
309+54 _363
973+942_1915
622*74 _46028 
3*324  _972   
284*348_98832 
39+313 _352
124*20 _2480  
387*448_173376
11+494 _505
763+595_1358
527*846_445842
477+51 _528
392+33 _425
39+176 _215
175+630_805
40+824 _864
845+91 _936
735*205_150675
60+542 _602
20+234 _254
943*255_240465
53+613 _666
194+125_319
381+760_1141
93+52  _145
365*63 _22995 
166+79 _245
76*38  _2888  
915+472_1387
75+960 _1035
708+103_811
416+7  _423
57+858 _915
522+35 _557
41*575 _23575 
390*21 _8190  
56*571 _31976 
403+49 _452
18+112 _130
759+575_1334
909+1  _910
39*82  _3198  
115*720_82800 
29*410 _11890 
23*436 _10028 
485*13 _6305  
71+575 _646
222+16 _238
499*88 _43912 
29*247 _7163  
619*780_482820
8+173  _181
586+97 _683
759+325_1084
43*560 _24080 
30+445 _475
580+46 _626
526*836_439736
248*1  _248   
975+311_1286
654+38 _692
212+430_642
724+471_1195
270*720_194400
913+18 _931
303*46 _13938 
129+82 _211
720+915_1635
248*344_85312 
231*55 _12705 
697+4  _701
34*376 _12784 
305*9  _2745  
317+39 _356
345*55 _18975 
296*697_206312
506*264_133584
665*824_547960
410+46 _456
58+860 _918
53+183 _236
9+310  _319
13*889 _11557 
616*18 _11088 
590+70 _660
810*43 _34830 
347*56 _19432 
93+990 _1083
419*40 _16760 
83*248 _20584 
399*47 _18753 
96*570 _54720 
58+884 _942
98*874 _85652 
8+473  _481
220*965_212300
736+172_908
486*286_138996
279+619_898
82+585 _667
13+55  _68
96*980 _94080 
17+392 _409
748*91 _68068 
277*83 _22991 
91+344 _435
973+54 _1027
699*49 _34251 
34*321 _10914 
88*930 _81840 
19*742 _14098 
144+29 _173
86*829 _71294 
374*80 _29920 
267*293_78231 
792+345_1137
36*642 _23112 
291+423_714
325+664_989
578+109_687
549+99 _648
8+946  _954
330*93 _30690 
421*416_175136
99+801 _900
46*780 _35880 
197*827_162919
971+610_1581
327*80 _26160 
330*446_147180
956*50 _47800 
54*63  _3402  
897*69 _61893 
22+469 _491
802*71 _56942 
339+40 _379
568*21 _11928 
940*85 _79900 
866+379_1245
555+10 _565
118*39 _4602  
881+617_1498
569+342_911
772*619_477868
317+536_853
825+620_1445
868*11 _9548  
304+203_507
91*642 _58422 
327*732_239364
389+495_884
867+60 _927
54+514 _568
810*554_448740
472+172_644
278+806_1084
908*846_768168
456*91 _41496 
768*625_480000
226+89 _315
851+312_1163
932*26 _24232 
188+687_875
96+717 _813
578+374_952
288+205_493
91*687 _62517 
85*569 _48365 
838*12 _10056 
804+560_1364
522*183_95526 
84+647 _731
114*368_41952 
512*766_392192
31*471 _14601 
383+44 _427
67+30  _97
909*9  _8181  
38*598 _22724 
65+756 _821
13+825 _838
122+92 _214
885*7  _6195  
12*305 _3660  
585*14 _8190  
69+502 _571
635+9  _644
56*367 _20552 
538+49 _587
265+693_958
287+846_1133
683*153_104499
34*900 _30600 
96+172 _268
406*131_53186 
505+5  _510
32+797 _829
88+521 _609
996+325_1321
769*203_156107
82*928 _76096 
780+793_1573
16*248 _3968  
168*17 _2856  
464+633_1097
8*757  _6056  
326+7  _333
613+3  _616
97*522 _50634 
915*97 _88755 
855*836_714780
179*934_167186
578+436_1014
524+573_1097
322+708_1030
868*328_284704
23+125 _148
586*72 _42192 
570+674_1244
793*73 _57889 
747*575_429525
109+562_671
47+827 _874
38*31  _1178  
926*833_771358
58*945 _54810 
70+149 _219
490+75 _565
833*293_244069
607+31 _638
102+49 _151
417*98 _40866 
451+931_1382
778*173_134594
0+931  _931
264*37 _9768  
593+309_902
51+289 _340
813*83 _67479 
50*73  _3650  
542+27 _569
226+40 _266
614+2  _616
62*829 _51398 
690+67 _757
134*310_41540 
26*64  _1664  
18+321 _339
775*15 _11625 
637+20 _657
481*50 _24050 
29+597 _626
786*27 _21222 
293+971_1264
136+854_990
63+678 _741
83*720 _59760 
80*739 _59120 
45*493 _22185 
314*590_185260
98*319 _31262 
671+348_1019
199*24 _4776  
828*629_520812
108+237_345
56+354 _410
95*524 _49780 
1*645  _645   
361*13 _4693  
134*344_46096 
803+954_1757
251*219_54969 
43*622 _26746 
378*98 _37044 
71*448 _31808 
73*532 _38836 
420*214_89880 
392*627_245784
48+366 _414
961+87 _1048
606+900_1506
705*30 _21150 
61+187 _248
153*92 _14076 
522+9  _531
427*49 _20923 
78*227 _17706 
520*463_240760
59*793 _46787 
27+506 _533
91*554 _50414 
24*649 _15576 
41*263 _10783 
565+23 _588
2+514  _516
366*62 _22692 
397*722_286634
860+34 _894
75*606 _45450 
422+915_1337
32+766 _798
235*2  _470   
223*587_130901
908*7  _6356  
819*71 _58149 
972*228_221616
588*213_125244
16*648 _10368 
69+112 _181
48*140 _6720  
524+288_812
316+425_741
375+104_479
9*517  _4653  
805*907_730135
403*68 _27404 
349*40 _13960 
5*732  _3660  
956*59 _56404 
790*65 _51350 
259+4  _263
179*62 _11098 
32*819 _26208 
429*208_89232 
366*35 _12810 
55+592 _647
418*91 _38038 
738+29 _767
719*675_485325
32+982 _1014
41*673 _27593 
176*566_99616 
9+514  _523
77*804 _61908 
357*28 _9996  
68+45  _113
78+684 _762
46+693 _739
949+746_1695
912+75 _987
602+154_756
77*422 _32494 
897+406_1303
884+67 _951
315+41 _356
787*60 _47220 
136+86 _222
817*197_160949
710*45 _31950 
792+438_1230
57+32  _89
4*327  _1308  
823+78 _901
581*456_264936
395+1  _396
2*211  _422   
45+843 _888
87*592 _51504 
532+887_1419
5*949  _4745  
882*721_635922
418+81 _499
961*630_605430
217+398_615
640*96 _61440 
98+91  _189
548+61 _609
482+904_1386
97*464 _45008 
17+695 _712
531*864_458784
224+703_927
33+773 _806
437*63 _27531 
760*321_243960
241*14 _3374  
661+1  _662
81*132 _10692 
755*308_232540
749*384_287616
332*787_261284
196+43 _239
847+61 _908
92*324 _29808 
336*69 _23184 
37+598 _635
850+705_1555
213*980_208740
544+955_1499
57+707 _764
912+722_1634
659*2  _1318  
412+455_867
28+544 _572
9+358  _367
66+174 _240
34+673 _707
425*643_273275
54*910 _49140 
938+13 _951
924*664_613536
7*333  _2331  
734*17 _12478 
477*57 _27189 
758+605_1363
594+681_1275
823+396_1219
957+915_1872
95*970 _92150 
447*996_445212
503*129_64887 
431*4  _1724  
911+3  _914
593*699_414507
26*98  _2548  
67+399 _466
921*283_260643
0+762  _762
878*711_624258
324*94 _30456 
55+754 _809
382*76 _29032 
54*124 _6696  
573+864_1437
606*117_70902 
3+825  _828
21*520 _10920 
213+96 _309
419*9  _3771  
69+291 _360
684+20 _704
708*5  _3540  
668*70 _46760 
425+3  _428
88+248 _336
347+85 _432
53+266 _319
278+73 _351
50+754 _804
118+406_524
44*578 _25432 
556*7  _3892  
777+434_1211
41*107 _4387  
859*94 _80746 
731+318_1049
380+77 _457
250*61 _15250 
245*279_68355 
926*816_755616
71+411 _482
63+638 _701
988+631_1619
887*75 _66525 
79*254 _20066 
35+608 _643
203+177_380
783*94 _73602 
461+42 _503
971*12 _11652 
154+535_689
52+591 _643
81+411 _492
38+810 _848
492+84 _576
46*854 _39284 
1+719  _720
608*867_527136
694*12 _8328  
15*783 _11745 
19*180 _3420  
150+381_531
501*32 _16032 
25*642 _16050 
703+31 _734
0+145  _145
366+126_492
495*82 _40590 
283*33 _9339  
925*24 _22200 
289+86 _375
21+678 _699
889+74 _963
41*910 _37310 
399*693_276507
616+88 _704
54*652 _35208 
464+966_1430
70+678 _748
959*38 _36442 
85*74  _6290  
433*133_57589 
178*625_111250
962+256_1218
4*946  _3784  
687+568_1255
375*37 _13875 
910+836_1746
305*58 _17690 
943*757_713851
7*140  _980   
982+933_1915
11*648 _7128  
842+562_1404
537+89 _626
519*95 _49305 
534*38 _20292 
742*438_324996
77*758 _58366 
807+61 _868
680*64 _43520 
51*936 _47736 
271+217_488
18*585 _10530 
116*6  _696   
767+30 _797
971*11 _10681 
580+68 _648
180+28 _208
328*19 _6232  
485*629_305065
18*372 _6696  
22*477 _10494 
791+565_1356
18*40  _720   
101+89 _190
480*12 _5760  
110*85 _9350  
7*234  _1638  
77*978 _75306 
918*419_384642
59+130 _189
850*50 _42500 
557+99 _656
39*376 _14664 
1+793  _794
418*65 _27170 
549+562_1111
977*655_639935
649+345_994
467+45 _512
337+25 _362
264+87 _351
489*716_350124
12+45  _57
991*841_833431
24*638 _15312 
68+216 _284
997+34 _1031
14*171 _2394  
860*9  _7740  
0+178  _178
452+95 _547
3+843  _846
39+87  _126
9*239  _2151  
112*662_74144 
21+828 _849
937*75 _70275 
377*140_52780 
398+937_1335
41+40  _81
812+98 _910
513*57 _29241 
976+556_1532
584+514_1098
216+898_1114
813+46 _859
79+84  _163
