505*1  _505   
492*5  _2460  
786*32 _25152 
394*894_352236
13*770 _10010 
164*1  _164   
134*81 _10854 
939*26 _24414 
713*24 _17112 
659*779_513361
444*883_392052
382*408_155856
679*6  _4074  
258*33 _8514  
92*102 _9384  
108*332_35856 
38*214 _8132  
80*611 _48880 
93*347 _32271 
70*255 _17850 
64*474 _30336 
177*976_172752
438*20 _8760  
837*16 _13392 
624*12 _7488  
140*736_103040
55*441 _24255 
984*629_618936
257*361_92777 
82*249 _20418 
805*6  _4830  
667*27 _18009 
967*20 _19340 
825*28 _23100 
374*793_296582
816*883_720528
253*26 _6578  
993*599_594807
823*385_316855
248*11 _2728  
485*30 _14550 
164*74 _12136 
811*99 _80289 
78*679 _52962 
562*50 _28100 
74*859 _63566 
872*18 _15696 
875*940_822500
532*224_119168
895*631_564745
73*850 _62050 
72*424 _30528 
854*183_156282
159*635_100965
723*54 _39042 
44*224 _9856  
542*72 _39024 
341*747_254727
398*85 _33830 
30*318 _9540  
993*465_461745
63*956 _60228 
643*168_108024
91*933 _84903 
555*883_490065
264*235_62040 
970*16 _15520 
60*798 _47880 
15*417 _6255  
767*83 _63661 
66*676 _44616 
19*199 _3781  
7*261  _1827  
51*794 _40494 
570*20 _11400 
467*977_456259
98*457 _44786 
661*494_326534
318*24 _7632  
54*298 _16092 
59*248 _14632 
50*712 _35600 
2*665  _1330  
574*20 _11480 
816*67 _54672 
675*74 _49950 
460*962_442520
26*909 _23634 
574*3  _1722  
52*380 _19760 
316*37 _11692 
77*837 _64449 
265*529_140185
610*101_61610 
83*700 _58100 
703*68 _47804 
722*718_518396
196*43 _8428  
176*579_101904
385*525_202125
871*30 _26130 
785*678_532230
141*75 _10575 
67*887 _59429 
177*24 _4248  
201*6  _1206  
59*164 _9676  
93*722 _67146 
963*450_433350
334*263_87842 
470*25 _11750 
896*70 _62720 
663*683_452829
900*99 _89100 
32*283 _9056  
89*23  _2047  
971*66 _64086 
48*108 _5184  
906*4  _3624  
94*416 _39104 
547*42 _22974 
439*32 _14048 
64*543 _34752 
18*337 _6066  
524*546_286104
651*84 _54684 
555*205_113775
25*699 _17475 
65*589 _38285 
18*730 _13140 
60*255 _15300 
589*190_111910
19*736 _13984 
42*692 _29064 
12*468 _5616  
185*86 _15910 
52*395 _20540 
476*642_305592
872*797_694984
7*976  _6832  
27*37  _999   
854*167_142618
7*445  _3115  
14*841 _11774 
464*63 _29232 
99*777 _76923 
255*926_236130
692*214_148088
34*377 _12818 
770*852_656040
429*925_396825
244*67 _16348 
29*322 _9338  
488*982_479216
366*99 _36234 
395*739_291905
195*91 _17745 
304*84 _25536 
89*735 _65415 
441*311_137151
756*71 _53676 
29*350 _10150 
686*862_591332
40*131 _5240  
273*29 _7917  
53*461 _24433 
36*404 _14544 
622*17 _10574 
215*6  _1290  
29*110 _3190  
74*824 _60976 
14*248 _3472  
615*410_252150
931*14 _13034 
994*801_796194
81*186 _15066 
222*1  _222   
201*199_39999 
18*368 _6624  
279*27 _7533  
57*410 _23370 
87*147 _12789 
289*56 _16184 
787*46 _36202 
897*779_698763
627*421_263967
435*815_354525
349*265_92485 
72*903 _65016 
555*333_184815
48*519 _24912 
18*547 _9846  
501*12 _6012  
242*165_39930 
21*503 _10563 
459*88 _40392 
118*458_54044 
30*449 _13470 
10*302 _3020  
96*855 _82080 
281*297_83457 
258*86 _22188 
677*61 _41297 
807*37 _29859 
588*767_450996
134*78 _10452 
80*243 _19440 
325*216_70200 
623*91 _56693 
425*22 _9350  
735*73 _53655 
47*561 _26367 
528*518_273504
823*10 _8230  
305*47 _14335 
628*85 _53380 
6*621  _3726  
620*564_349680
167*125_20875 
427*146_62342 
610*27 _16470 
962*644_619528
989*415_410435
548*464_254272
825*337_278025
743*253_187979
98*608 _59584 
31*777 _24087 
335*951_318585
670*16 _10720 
355*504_178920
718*701_503318
758*785_595030
29*70  _2030  
84*909 _76356 
80*599 _47920 
362*360_130320
947*10 _9470  
15*193 _2895  
778*67 _52126 
465*647_300855
253*712_180136
798*197_157206
377*66 _24882 
623*968_603064
741*167_123747
20*501 _10020 
646*952_614992
31*606 _18786 
95*673 _63935 
553*75 _41475 
5*974  _4870  
34*957 _32538 
76*137 _10412 
97*916 _88852 
93*665 _61845 
45*732 _32940 
619*68 _42092 
466*23 _10718 
183*96 _17568 
549*807_443043
431*326_140506
220*832_183040
891*26 _23166 
178*20 _3560  
646*31 _20026 
162*886_143532
390*49 _19110 
2*230  _460   
227*96 _21792 
5*702  _3510  
69*105 _7245  
90*55  _4950  
710*47 _33370 
20*865 _17300 
975*313_305175
73*594 _43362 
248*81 _20088 
446*9  _4014  
993*346_343578
896*198_177408
134*95 _12730 
934*702_655668
87*977 _84999 
948*531_503388
638*383_244354
577*584_336968
579*635_367665
352*122_42944 
66*103 _6798  
923*70 _64610 
313*350_109550
138*539_74382 
818*372_304296
911*883_804413
771*90 _69390 
639*662_423018
26*546 _14196 
835*651_543585
90*791 _71190 
16*118 _1888  
21*869 _18249 
586*389_227954
520*74 _38480 
201*2  _402   
3*676  _2028  
470*41 _19270 
699*53 _37047 
610*685_417850
279*32 _8928  
174*179_31146 
37*929 _34373 
314*8  _2512  
435*399_173565
589*791_465899
36*713 _25668 
376*18 _6768  
666*63 _41958 
97*126 _12222 
79*664 _52456 
839*348_291972
86*135 _11610 
71*428 _30388 
472*734_346448
289*1  _289   
187*44 _8228  
432*93 _40176 
921*676_622596
59*546 _32214 
817*349_285133
92*63  _5796  
31*133 _4123  
290*373_108170
907*0  _0     
221*453_100113
74*615 _45510 
27*863 _23301 
808*46 _37168 
583*813_473979
76*64  _4864  
863*65 _56095 
222*120_26640 
224*87 _19488 
98*637 _62426 
137*133_18221 
317*552_174984
88*803 _70664 
511*813_415443
947*95 _89965 
960*253_242880
21*633 _13293 
782*778_608396
896*38 _34048 
484*33 _15972 
103*45 _4635  
532*50 _26600 
632*908_573856
56*792 _44352 
146*895_130670
84*434 _36456 
81*952 _77112 
411*66 _27126 
29*578 _16762 
41*442 _18122 
39*541 _21099 
964*384_370176
872*84 _73248 
601*480_288480
883*21 _18543 
911*748_681428
198*86 _17028 
835*856_714760
31*727 _22537 
42*815 _34230 
18*112 _2016  
574*992_569408
751*861_646611
946*390_368940
36*410 _14760 
572*926_529672
834*161_134274
747*743_555021
940*82 _77080 
870*7  _6090  
75*344 _25800 
286*364_104104
477*21 _10017 
992*184_182528
929*320_297280
957*798_763686
370*72 _26640 
84*880 _73920 
513*53 _27189 
148*748_110704
244*30 _7320  
869*59 _51271 
77*36  _2772  
13*404 _5252  
64*222 _14208 
12*740 _8880  
181*12 _2172  
7*182  _1274  
0*326  _0     
226*67 _15142 
83*496 _41168 
282*691_194862
123*710_87330 
434*920_399280
631*33 _20823 
899*724_650876
758*48 _36384 
106*247_26182 
39*179 _6981  
638*537_342606
78*371 _28938 
507*87 _44109 
49*77  _3773  
227*70 _15890 
577*556_320812
636*2  _1272  
667*122_81374 
34*677 _23018 
2*764  _1528  
501*97 _48597 
658*785_516530
82*375 _30750 
72*435 _31320 
285*514_146490
436*28 _12208 
590*620_365800
236*64 _15104 
46*579 _26634 
785*664_521240
5*795  _3975  
42*641 _26922 
19*377 _7163  
418*536_224048
66*769 _50754 
941*75 _70575 
267*945_252315
52*990 _51480 
324*775_251100
187*967_180829
81*822 _66582 
532*20 _10640 
2*927  _1854  
478*27 _12906 
28*102 _2856  
162*78 _12636 
964*83 _80012 
300*908_272400
756*557_421092
771*917_707007
22*602 _13244 
217*51 _11067 
883*26 _22958 
28*882 _24696 
306*298_91188 
294*92 _27048 
493*35 _17255 
11*419 _4609  
284*40 _11360 
77*911 _70147 
982*722_709004
96*964 _92544 
406*198_80388 
989*957_946473
177*213_37701 
78*670 _52260 
881*43 _37883 
838*669_560622
786*830_652380
47*435 _20445 
18*401 _7218  
142*386_54812 
690*273_188370
364*740_269360
952*893_850136
53*806 _42718 
873*25 _21825 
73*380 _27740 
76*188 _14288 
116*36 _4176  
938*23 _21574 
305*367_111935
973*754_733642
750*58 _43500 
830*708_587640
38*553 _21014 
695*111_77145 
695*77 _53515 
558*32 _17856 
109*11 _1199  
33*279 _9207  
178*35 _6230  
453*15 _6795  
90*999 _89910 
77*769 _59213 
78*965 _75270 
71*115 _8165  
971*527_511717
131*931_121961
397*87 _34539 
80*783 _62640 
38*324 _12312 
443*37 _16391 
866*741_641706
235*152_35720 
479*277_132683
408*724_295392
628*895_562060
34*909 _30906 
11*809 _8899  
63*935 _58905 
410*597_244770
99*454 _44946 
10*561 _5610  
132*47 _6204  
166*497_82502 
597*38 _22686 
46*177 _8142  
279*21 _5859  
488*85 _41480 
42*319 _13398 
30*632 _18960 
34*126 _4284  
409*95 _38855 
23*594 _13662 
50*160 _8000  
51*25  _1275  
237*30 _7110  
851*830_706330
611*563_343993
405*160_64800 
510*386_196860
183*249_45567 
123*92 _11316 
42*179 _7518  
13*650 _8450  
96*357 _34272 
832*435_361920
572*844_482768
42*774 _32508 
901*66 _59466 
27*124 _3348  
66*207 _13662 
395*184_72680 
369*381_140589
482*26 _12532 
198*32 _6336  
951*406_386106
71*942 _66882 
64*923 _59072 
25*202 _5050  
559*765_427635
96*573 _55008 
50*523 _26150 
60*663 _39780 
544*89 _48416 
110*802_88220 
995*728_724360
42*865 _36330 
46*237 _10902 
99*413 _40887 
65*189 _12285 
280*460_128800
63*561 _35343 
893*108_96444 
68*754 _51272 
485*301_145985
584*328_191552
324*789_255636
251*99 _24849 
601*371_222971
64*301 _19264 
455*1  _455   
87*368 _32016 
49*637 _31213 
765*670_512550
554*524_290296
541*735_397635
538*34 _18292 
88*832 _73216 
881*94 _82814 
703*29 _20387 
32*854 _27328 
990*33 _32670 
46*576 _26496 
73*140 _10220 
113*376_42488 
447*67 _29949 
653*67 _43751 
400*881_352400
658*124_81592 
315*57 _17955 
677*20 _13540 
120*27 _3240  
566*698_395068
463*85 _39355 
16*743 _11888 
113*48 _5424  
536*85 _45560 
637*45 _28665 
713*28 _19964 
899*836_751564
85*370 _31450 
64*460 _29440 
148*299_44252 
18*604 _10872 
665*853_567245
170*157_26690 
391*13 _5083  
125*162_20250 
320*582_186240
9*185  _1665  
485*816_395760
97*458 _44426 
2*527  _1054  
19*940 _17860 
32*310 _9920  
56*959 _53704 
39*623 _24297 
925*513_474525
267*120_32040 
213*557_118641
40*969 _38760 
766*129_98814 
141*54 _7614  
868*269_233492
34*352 _11968 
868*85 _73780 
79*470 _37130 
39*806 _31434 
580*8  _4640  
156*692_107952
54*378 _20412 
85*181 _15385 
692*20 _13840 
80*930 _74400 
779*320_249280
39*15  _585   
47*378 _17766 
29*139 _4031  
346*37 _12802 
326*474_154524
890*237_210930
39*320 _12480 
850*842_715700
427*970_414190
841*47 _39527 
813*4  _3252  
98*995 _97510 
27*276 _7452  
62*624 _38688 
89*798 _71022 
349*580_202420
157*53 _8321  
320*663_212160
165*80 _13200 
609*95 _57855 
38*445 _16910 
318*19 _6042  
535*79 _42265 
13*359 _4667  
773*330_255090
464*50 _23200 
296*211_62456 
436*681_296916
860*60 _51600 
183*85 _15555 
13*718 _9334  
654*85 _55590 
394*475_187150
995*8  _7960  
59*415 _24485 
37*697 _25789 
780*658_513240
715*794_567710
128*155_19840 
925*216_199800
286*53 _15158 
14*113 _1582  
83*773 _64159 
748*27 _20196 
802*713_571826
685*338_231530
845*414_349830
68*44  _2992  
921*115_105915
461*94 _43334 
54*527 _28458 
611*41 _25051 
845*85 _71825 
87*494 _42978 
429*847_363363
968*96 _92928 
51*617 _31467 
601*777_466977
861*54 _46494 
672*755_507360
462*46 _21252 
995*33 _32835 
699*826_577374
684*58 _39672 
336*633_212688
769*33 _25377 
39*169 _6591  
770*18 _13860 
255*8  _2040  
14*831 _11634 
838*622_521236
536*11 _5896  
596*80 _47680 
54*434 _23436 
451*597_269247
15*710 _10650 
545*90 _49050 
472*73 _34456 
881*702_618462
267*335_89445 
629*483_303807
50*147 _7350  
542*753_408126
391*62 _24242 
92*731 _67252 
724*275_199100
789*470_370830
165*885_146025
64*314 _20096 
75*309 _23175 
49*324 _15876 
776*963_747288
98*292 _28616 
625*247_154375
27*320 _8640  
605*633_382965
42*353 _14826 
540*64 _34560 
66*693 _45738 
55*878 _48290 
648*454_294192
93*552 _51336 
65*999 _64935 
44*44  _1936  
713*956_681628
16*598 _9568  
694*10 _6940  
147*44 _6468  
398*963_383274
220*150_33000 
440*75 _33000 
19*18  _342   
325*236_76700 
948*703_666444
290*13 _3770  
265*89 _23585 
581*310_180110
93*462 _42966 
412*54 _22248 
331*83 _27473 
35*168 _5880  
339*364_123396
95*416 _39520 
194*24 _4656  
56*817 _45752 
439*443_194477
85*533 _45305 
673*59 _39707 
386*300_115800
80*761 _60880 
660*356_234960
698*703_490694
922*743_685046
193*47 _9071  
7*373  _2611  
933*32 _29856 
979*22 _21538 
14*313 _4382  
424*511_216664
776*365_283240
443*91 _40313 
35*103 _3605  
369*64 _23616 
654*662_432948
550*19 _10450 
55*113 _6215  
975*506_493350
130*7  _910   
794*75 _59550 
940*649_610060
169*6  _1014  
52*268 _13936 
638*12 _7656  
39*376 _14664 
609*40 _24360 
772*423_326556
19*138 _2622  
55*754 _41470 
372*3  _1116  
377*2  _754   
13*228 _2964  
47*622 _29234 
212*59 _12508 
550*83 _45650 
53*988 _52364 
533*16 _8528  
69*702 _48438 
157*632_99224 
967*42 _40614 
814*518_421652
441*847_373527
529*81 _42849 
31*189 _5859  
895*564_504780
494*61 _30134 
780*798_622440
98*226 _22148 
652*335_218420
477*227_108279
891*842_750222
833*24 _19992 
857*73 _62561 
18*519 _9342  
314*48 _15072 
396*760_300960
585*944_552240
413*398_164374
150*108_16200 
655*664_434920
964*15 _14460 
64*127 _8128  
118*511_60298 
864*266_229824
994*125_124250
319*326_103994
38*738 _28044 
78*425 _33150 
112*858_96096 
812*61 _49532 
599*10 _5990  
363*78 _28314 
689*763_525707
425*51 _21675 
673*53 _35669 
143*871_124553
878*92 _80776 
745*408_303960
37*368 _13616 
357*927_330939
35*443 _15505 
922*90 _82980 
520*40 _20800 
767*60 _46020 
78*597 _46566 
447*48 _21456 
51*13  _663   
782*78 _60996 
32*285 _9120  
5*518  _2590  
561*277_155397
462*645_297990
88*855 _75240 
695*64 _44480 
38*766 _29108 
37*281 _10397 
225*212_47700 
71*264 _18744 
667*41 _27347 
660*593_391380
64*765 _48960 
555*607_336885
856*469_401464
97*449 _43553 
36*230 _8280  
848*19 _16112 
261*596_155556
183*147_26901 
46*954 _43884 
790*69 _54510 
166*10 _1660  
817*800_653600
524*608_318592
94*870 _81780 
630*481_303030
66*888 _58608 
794*291_231054
0*212  _0     
669*77 _51513 
987*664_655368
372*33 _12276 
292*239_69788 
490*965_472850
822*23 _18906 
448*40 _17920 
384*78 _29952 
733*34 _24922 
39*810 _31590 
96*164 _15744 
713*381_271653
23*137 _3151  
620*937_580940
232*497_115304
88*652 _57376 
873*86 _75078 
218*384_83712 
772*16 _12352 
640*29 _18560 
788*57 _44916 
74*902 _66748 
741*697_516477
819*88 _72072 
299*977_292123
86*730 _62780 
200*69 _13800 
17*554 _9418  
26*582 _15132 
98*894 _87612 
141*184_25944 
858*164_140712
719*432_310608
28*583 _16324 
384*583_223872
49*754 _36946 
83*476 _39508 
404*53 _21412 
80*603 _48240 
95*736 _69920 
648*753_487944
15*707 _10605 
165*0  _0     
394*31 _12214 
413*849_350637
739*892_659188
537*417_223929
49*613 _30037 
954*101_96354 
625*971_606875
68*445 _30260 
128*99 _12672 
726*685_497310
582*366_213012
54*520 _28080 
147*5  _735   
29*861 _24969 
962*742_713804
835*1  _835   
417*62 _25854 
396*856_338976
351*89 _31239 
987*564_556668
69*330 _22770 
500*756_378000
765*598_457470
25*302 _7550  
95*829 _78755 
31*192 _5952  
888*51 _45288 
694*65 _45110 
603*11 _6633  
907*727_659389
431*74 _31894 
61*830 _50630 
84*188 _15792 
97*989 _95933 
51*404 _20604 
24*928 _22272 
66*863 _56958 
50*982 _49100 
200*164_32800 
496*674_334304
60*440 _26400 
987*439_433293
564*493_278052
720*661_475920
78*375 _29250 
687*94 _64578 
12*363 _4356  
84*445 _37380 
15*51  _765   
908*69 _62652 
847*729_617463
334*875_292250
68*118 _8024  
765*85 _65025 
255*763_194565
491*588_288708
862*12 _10344 
45*296 _13320 
513*32 _16416 
660*603_397980
224*595_133280
910*10 _9100  
608*926_563008
232*735_170520
697*229_159613
839*360_302040
357*34 _12138 
869*944_820336
957*902_863214
65*670 _43550 
185*55 _10175 
84*355 _29820 
205*87 _17835 
44*378 _16632 
395*579_228705
233*946_220418
438*787_344706
639*712_454968
716*949_679484
988*61 _60268 
925*997_922225
537*993_533241
36*903 _32508 
222*309_68598 
751*3  _2253  
754*129_97266 
174*46 _8004  
472*71 _33512 
893*800_714400
272*35 _9520  
63*897 _56511 
111*46 _5106  
50*475 _23750 
77*230 _17710 
97*165 _16005 
406*88 _35728 
85*330 _28050 
101*664_67064 
384*27 _10368 
44*896 _39424 
57*623 _35511 
781*602_470162
818*935_764830
371*23 _8533  
74*373 _27602 
228*84 _19152 
0*345  _0     
24*906 _21744 
466*80 _37280 
65*540 _35100 
915*387_354105
761*35 _26635 
959*617_591703
52*280 _14560 
251*91 _22841 
33*982 _32406 
9*912  _8208  
65*522 _33930 
242*84 _20328 
268*942_252456
502*22 _11044 
334*973_324982
806*57 _45942 
11*48  _528   
99*673 _66627 
19*481 _9139  
273*210_57330 
151*3  _453   
401*272_109072
842*157_132194
50*775 _38750 
939*244_229116
13*53  _689   
790*63 _49770 
710*416_295360
683*839_573037
340*43 _14620 
224*16 _3584  
564*787_443868
88*941 _82808 
764*450_343800
28*344 _9632  
37*917 _33929 
105*51 _5355  
712*270_192240
77*839 _64603 
923*56 _51688 
675*8  _5400  
3*270  _810   
106*907_96142 
158*603_95274 
995*29 _28855 
658*97 _63826 
134*973_130382
419*229_95951 
78*390 _30420 
318*179_56922 
56*25  _1400  
551*320_176320
117*95 _11115 
728*67 _48776 
55*236 _12980 
95*405 _38475 
90*374 _33660 
518*816_422688
789*84 _66276 
289*69 _19941 
471*36 _16956 
336*119_39984 
219*14 _3066  
9*846  _7614  
307*187_57409 
939*168_157752
50*838 _41900 
9*882  _7938  
708*81 _57348 
903*91 _82173 
239*615_146985
896*97 _86912 
434*26 _11284 
156*677_105612
30*334 _10020 
220*5  _1100  
470*30 _14100 
90*885 _79650 
919*785_721415
994*30 _29820 
250*39 _9750  
99*567 _56133 
121*472_57112 
984*346_340464
34*599 _20366 
948*48 _45504 
821*66 _54186 
872*169_147368
167*319_53273 
53*34  _1802  
83*545 _45235 
866*39 _33774 
161*5  _805   
573*297_170181
875*90 _78750 
395*64 _25280 
152*890_135280
825*53 _43725 
274*90 _24660 
654*697_455838
77*989 _76153 
764*393_300252
999*34 _33966 
80*452 _36160 
783*330_258390
509*89 _45301 
983*13 _12779 
966*446_430836
139*916_127324
269*85 _22865 
62*518 _32116 
601*630_378630
45*577 _25965 
86*813 _69918 
79*747 _59013 
29*567 _16443 
942*56 _52752 
31*874 _27094 
381*57 _21717 
10*237 _2370  
778*13 _10114 
252*23 _5796  
90*573 _51570 
727*40 _29080 
445*0  _0     
929*732_680028
361*321_115881
746*929_693034
61*223 _13603 
38*955 _36290 
433*84 _36372 
371*19 _7049  
875*586_512750
32*170 _5440  
526*13 _6838  
645*90 _58050 
417*42 _17514 
565*90 _50850 
540*548_295920
80*628 _50240 
515*787_405305
652*292_190384
305*78 _23790 
460*165_75900 
62*583 _36146 
828*47 _38916 
281*28 _7868  
24*984 _23616 
179*508_90932 
877*823_721771
70*856 _59920 
298*472_140656
70*747 _52290 
695*388_269660
29*974 _28246 
3*391  _1173  
16*516 _8256  
65*100 _6500  
206*653_134518
657*2  _1314  
40*828 _33120 
750*23 _17250 
362*69 _24978 
468*548_256464
600*88 _52800 
483*288_139104
884*681_602004
436*37 _16132 
80*748 _59840 
87*557 _48459 
541*58 _31378 
508*230_116840
657*524_344268
87*403 _35061 
50*118 _5900  
652*559_364468
263*881_231703
508*78 _39624 
642*712_457104
152*159_24168 
242*769_186098
737*187_137819
144*92 _13248 
19*776 _14744 
504*910_458640
734*12 _8808  
503*15 _7545  
31*838 _25978 
495*28 _13860 
358*964_345112
930*46 _42780 
727*79 _57433 
148*821_121508
50*433 _21650 
99*820 _81180 
627*620_388740
459*489_224451
116*447_51852 
201*183_36783 
947*827_783169
350*113_39550 
314*712_223568
794*79 _62726 
410*79 _32390 
190*615_116850
780*831_648180
606*27 _16362 
47*526 _24722 
34*747 _25398 
386*92 _35512 
5*642  _3210  
722*63 _45486 
67*687 _46029 
335*527_176545
20*100 _2000  
681*36 _24516 
931*821_764351
608*172_104576
38*650 _24700 
59*517 _30503 
546*51 _27846 
58*768 _44544 
22*960 _21120 
964*0  _0     
31*358 _11098 
339*12 _4068  
44*710 _31240 
966*61 _58926 
855*25 _21375 
792*83 _65736 
40*247 _9880  
391*858_335478
33*204 _6732  
541*16 _8656  
525*718_376950
41*555 _22755 
79*873 _68967 
104*264_27456 
369*856_315864
738*63 _46494 
60*324 _19440 
759*979_743061
74*355 _26270 
58*141 _8178  
70*311 _21770 
11*148 _1628  
77*279 _21483 
184*5  _920   
29*993 _28797 
848*743_630064
72*894 _64368 
339*40 _13560 
254*81 _20574 
1*853  _853   
486*40 _19440 
735*589_432915
415*84 _34860 
12*88  _1056  
401*505_202505
788*175_137900
27*459 _12393 
32*274 _8768  
720*877_631440
190*104_19760 
437*53 _23161 
813*85 _69105 
808*117_94536 
927*713_660951
108*933_100764
43*692 _29756 
302*74 _22348 
571*40 _22840 
677*668_452236
749*977_731773
86*278 _23908 
993*18 _17874 
27*878 _23706 
537*977_524649
0*984  _0     
119*558_66402 
329*6  _1974  
916*769_704404
284*38 _10792 
415*366_151890
64*945 _60480 
347*339_117633
93*427 _39711 
68*852 _57936 
511*856_437416
453*72 _32616 
69*680 _46920 
419*713_298747
949*32 _30368 
324*564_182736
272*937_254864
935*51 _47685 
22*221 _4862  
67*827 _55409 
19*920 _17480 
208*147_30576 
561*425_238425
361*742_267862
772*688_531136
73*618 _45114 
196*381_74676 
325*551_179075
38*290 _11020 
817*695_567815
985*47 _46295 
854*564_481656
20*874 _17480 
479*381_182499
944*15 _14160 
750*210_157500
984*59 _58056 
9*255  _2295  
33*244 _8052  
107*43 _4601  
566*74 _41884 
310*392_121520
887*938_832006
540*659_355860
887*894_792978
155*10 _1550  
41*464 _19024 
937*38 _35606 
126*15 _1890  
60*354 _21240 
990*64 _63360 
704*170_119680
792*334_264528
10*576 _5760  
731*312_228072
61*527 _32147 
474*581_275394
14*98  _1372  
223*672_149856
62*701 _43462 
217*651_141267
858*582_499356
437*43 _18791 
909*71 _64539 
601*91 _54691 
626*405_253530
178*97 _17266 
616*983_605528
48*676 _32448 
469*66 _30954 
772*696_537312
94*532 _50008 
22*756 _16632 
40*112 _4480  
37*734 _27158 
33*542 _17886 
434*3  _1302  
708*60 _42480 
811*9  _7299  
892*925_825100
15*498 _7470  
774*41 _31734 
343*860_294980
427*456_194712
872*605_527560
77*901 _69377 
609*813_495117
541*11 _5951  
423*38 _16074 
26*861 _22386 
172*724_124528
33*883 _29139 
364*27 _9828  
891*117_104247
488*343_167384
183*638_116754
95*226 _21470 
31*468 _14508 
698*37 _25826 
840*65 _54600 
96*708 _67968 
17*937 _15929 
72*606 _43632 
597*648_386856
668*613_409484
242*12 _2904  
925*233_215525
934*321_299814
34*927 _31518 
614*51 _31314 
747*30 _22410 
574*19 _10906 
324*393_127332
823*38 _31274 
47*519 _24393 
38*661 _25118 
309*949_293241
744*713_530472
46*649 _29854 
374*361_135014
286*21 _6006  
124*772_95728 
197*64 _12608 
457*36 _16452 
865*225_194625
22*987 _21714 
328*98 _32144 
634*602_381668
63*213 _13419 
430*26 _11180 
820*80 _65600 
206*2  _412   
424*36 _15264 
779*298_232142
152*84 _12768 
414*46 _19044 
59*668 _39412 
67*647 _43349 
237*227_53799 
758*206_156148
795*784_623280
59*184 _10856 
944*54 _50976 
521*711_370431
64*116 _7424  
3*874  _2622  
40*694 _27760 
297*259_76923 
46*384 _17664 
78*729 _56862 
635*45 _28575 
55*559 _30745 
600*52 _31200 
337*539_181643
149*62 _9238  
33*123 _4059  
48*156 _7488  
14*545 _7630  
203*78 _15834 
537*48 _25776 
505*38 _19190 
99*817 _80883 
35*657 _22995 
34*997 _33898 
165*39 _6435  
230*13 _2990  
35*324 _11340 
722*46 _33212 
466*81 _37746 
88*599 _52712 
336*63 _21168 
42*698 _29316 
689*190_130910
542*490_265580
887*91 _80717 
40*709 _28360 
352*18 _6336  
274*843_230982
66*816 _53856 
64*702 _44928 
7*944  _6608  
639*3  _1917  
56*789 _44184 
423*565_238995
398*43 _17114 
66*94  _6204  
261*55 _14355 
101*50 _5050  
371*41 _15211 
593*49 _29057 
462*395_182490
714*66 _47124 
92*108 _9936  
676*504_340704
785*933_732405
611*4  _2444  
85*659 _56015 
64*111 _7104  
374*380_142120
762*924_704088
993*118_117174
728*57 _41496 
45*191 _8595  
88*773 _68024 
314*895_281030
79*123 _9717  
31*893 _27683 
173*84 _14532 
53*757 _40121 
115*207_23805 
909*164_149076
968*237_229416
135*375_50625 
973*2  _1946  
216*52 _11232 
82*218 _17876 
959*71 _68089 
196*804_157584
861*12 _10332 
788*204_160752
580*230_133400
7*866  _6062  
514*899_462086
665*47 _31255 
540*862_465480
83*554 _45982 
338*64 _21632 
260*157_40820 
218*17 _3706  
631*827_521837
723*718_519114
948*35 _33180 
28*757 _21196 
939*739_693921
85*754 _64090 
773*44 _34012 
42*753 _31626 
895*123_110085
413*95 _39235 
71*845 _59995 
49*550 _26950 
78*542 _42276 
110*40 _4400  
673*303_203919
930*67 _62310 
797*308_245476
762*61 _46482 
106*475_50350 
48*340 _16320 
578*666_384948
182*713_129766
32*223 _7136  
616*133_81928 
44*275 _12100 
670*40 _26800 
81*756 _61236 
734*856_628304
338*356_120328
337*31 _10447 
262*19 _4978  
705*607_427935
87*112 _9744  
52*660 _34320 
561*80 _44880 
353*185_65305 
724*15 _10860 
787*812_639044
103*708_72924 
632*139_87848 
432*83 _35856 
44*731 _32164 
30*374 _11220 
58*379 _21982 
602*122_73444 
70*579 _40530 
910*921_838110
97*680 _65960 
424*9  _3816  
328*232_76096 
674*777_523698
454*91 _41314 
51*585 _29835 
32*523 _16736 
54*184 _9936  
6*110  _660   
92*47  _4324  
125*735_91875 
433*9  _3897  
901*5  _4505  
472*982_463504
608*923_561184
91*724 _65884 
114*69 _7866  
354*867_306918
95*360 _34200 
992*120_119040
855*654_559170
944*26 _24544 
932*184_171488
67*66  _4422  
193*95 _18335 
58*618 _35844 
32*556 _17792 
745*721_537145
81*940 _76140 
369*92 _33948 
994*859_853846
182*93 _16926 
193*25 _4825  
280*242_67760 
990*28 _27720 
6*991  _5946  
259*598_154882
22*815 _17930 
199*226_44974 
911*52 _47372 
266*45 _11970 
90*697 _62730 
66*457 _30162 
119*11 _1309  
824*817_673208
712*323_229976
834*15 _12510 
983*634_623222
276*22 _6072  
17*629 _10693 
765*175_133875
85*229 _19465 
135*613_82755 
54*871 _47034 
755*763_576065
176*85 _14960 
92*968 _89056 
70*631 _44170 
12*849 _10188 
574*967_555058
187*69 _12903 
682*594_405108
769*35 _26915 
901*58 _52258 
769*347_266843
27*889 _24003 
858*460_394680
62*941 _58342 
903*52 _46956 
12*929 _11148 
667*66 _44022 
28*789 _22092 
230*247_56810 
78*419 _32682 
779*92 _71668 
2*432  _864   
62*177 _10974 
784*34 _26656 
873*18 _15714 
23*903 _20769 
1*525  _525   
139*249_34611 
525*30 _15750 
380*729_277020
901*16 _14416 
932*776_723232
333*281_93573 
