32-0   _32  
194-991_-797
170-898_-728
181-821_-640
681-192_489 
145-60 _85  
27-326 _-299
902-99 _803 
927-332_595 
83-24  _59  
444-27 _417 
973-612_361 
918-966_-48 
257-47 _210 
31-490 _-459
59-495 _-436
34-239 _-205
239-25 _214 
753-757_-4  
877-371_506 
609-79 _530 
2-825  _-823
30-326 _-296
507-73 _434 
283-79 _204 
82-206 _-124
13-452 _-439
197-902_-705
439-37 _402 
42-246 _-204
508-64 _444 
790-49 _741 
837-6  _831 
117-68 _49  
130-31 _99  
78-70  _8   
906-824_82  
916-61 _855 
69-613 _-544
557-582_-25 
17-965 _-948
151-73 _78  
674-92 _582 
470-956_-486
349-874_-525
649-35 _614 
761-53 _708 
175-958_-783
29-811 _-782
238-366_-128
1-516  _-515
912-261_651 
97-50  _47  
689-334_355 
54-132 _-78 
73-470 _-397
530-81 _449 
552-417_135 
544-655_-111
616-482_134 
15-65  _-50 
26-716 _-690
242-606_-364
264-73 _191 
61-435 _-374
35-978 _-943
624-96 _528 
28-617 _-589
340-10 _330 
916-84 _832 
32-807 _-775
942-73 _869 
88-520 _-432
187-50 _137 
528-44 _484 
781-410_371 
391-113_278 
78-362 _-284
148-99 _49  
51-633 _-582
929-20 _909 
17-312 _-295
61-28  _33  
33-683 _-650
42-937 _-895
503-70 _433 
947-31 _916 
46-102 _-56 
64-918 _-854
307-604_-297
43-890 _-847
376-18 _358 
28-191 _-163
395-798_-403
25-822 _-797
525-817_-292
907-77 _830 
94-885 _-791
939-528_411 
795-494_301 
17-753 _-736
602-25 _577 
417-770_-353
484-688_-204
12-70  _-58 
95-657 _-562
578-333_245 
584-207_377 
615-423_192 
748-544_204 
770-228_542 
305-244_61  
432-488_-56 
736-22 _714 
18-673 _-655
315-49 _266 
797-48 _749 
786-15 _771 
531-25 _506 
308-22 _286 
235-507_-272
874-224_650 
626-759_-133
402-52 _350 
516-582_-66 
600-743_-143
901-800_101 
867-581_286 
221-196_25  
377-711_-334
665-83 _582 
247-21 _226 
76-921 _-845
590-959_-369
613-61 _552 
620-10 _610 
41-634 _-593
861-69 _792 
192-57 _135 
65-767 _-702
426-1  _425 
514-3  _511 
872-16 _856 
515-574_-59 
390-379_11  
460-850_-390
865-58 _807 
92-390 _-298
826-62 _764 
194-861_-667
343-52 _291 
602-613_-11 
15-246 _-231
974-698_276 
688-44 _644 
641-903_-262
72-262 _-190
97-848 _-751
499-25 _474 
219-557_-338
292-244_48  
533-154_379 
173-496_-323
536-16 _520 
876-387_489 
935-262_673 
3-769  _-766
694-50 _644 
72-103 _-31 
317-811_-494
195-489_-294
306-396_-90 
646-451_195 
95-690 _-595
840-978_-138
76-317 _-241
977-676_301 
45-676 _-631
348-39 _309 
917-55 _862 
92-858 _-766
8-735  _-727
11-739 _-728
170-973_-803
469-23 _446 
16-511 _-495
71-357 _-286
578-83 _495 
831-27 _804 
680-860_-180
1-747  _-746
20-598 _-578
598-910_-312
632-462_170 
78-558 _-480
74-541 _-467
530-506_24  
906-19 _887 
89-978 _-889
62-130 _-68 
166-140_26  
138-9  _129 
824-854_-30 
90-447 _-357
988-894_94  
499-867_-368
453-814_-361
168-886_-718
237-14 _223 
584-816_-232
162-493_-331
46-541 _-495
65-498 _-433
14-252 _-238
492-620_-128
100-85 _15  
600-7  _593 
742-45 _697 
583-530_53  
738-566_172 
816-163_653 
327-14 _313 
941-71 _870 
20-712 _-692
52-373 _-321
493-508_-15 
602-712_-110
236-18 _218 
29-729 _-700
8-686  _-678
576-638_-62 
66-195 _-129
807-34 _773 
629-777_-148
712-253_459 
956-73 _883 
55-371 _-316
66-275 _-209
433-454_-21 
615-256_359 
338-56 _282 
896-92 _804 
725-44 _681 
15-108 _-93 
398-30 _368 
39-189 _-150
292-494_-202
19-915 _-896
619-741_-122
84-333 _-249
648-97 _551 
294-16 _278 
160-90 _70  
97-487 _-390
719-925_-206
243-95 _148 
702-71 _631 
33-353 _-320
969-19 _950 
85-917 _-832
931-44 _887 
161-10 _151 
675-702_-27 
92-359 _-267
564-518_46  
782-715_67  
750-795_-45 
648-328_320 
734-373_361 
97-434 _-337
38-923 _-885
856-23 _833 
949-92 _857 
12-795 _-783
825-16 _809 
913-61 _852 
859-657_202 
294-507_-213
909-11 _898 
102-57 _45  
668-26 _642 
55-244 _-189
209-12 _197 
87-378 _-291
755-820_-65 
24-802 _-778
481-515_-34 
59-236 _-177
609-987_-378
109-686_-577
308-683_-375
523-167_356 
368-808_-440
72-768 _-696
127-920_-793
98-702 _-604
56-821 _-765
97-795 _-698
24-160 _-136
25-296 _-271
410-944_-534
957-91 _866 
42-790 _-748
88-793 _-705
61-690 _-629
90-291 _-201
43-293 _-250
25-422 _-397
66-359 _-293
70-738 _-668
940-300_640 
21-305 _-284
549-366_183 
386-64 _322 
750-802_-52 
968-98 _870 
899-835_64  
64-445 _-381
868-319_549 
875-30 _845 
917-1  _916 
271-970_-699
646-655_-9  
879-977_-98 
915-669_246 
75-897 _-822
215-434_-219
620-709_-89 
73-95  _-22 
194-442_-248
910-73 _837 
210-109_101 
129-680_-551
58-348 _-290
405-391_14  
442-78 _364 
51-839 _-788
659-936_-277
710-38 _672 
25-711 _-686
465-87 _378 
462-728_-266
82-163 _-81 
39-396 _-357
70-795 _-725
259-47 _212 
50-639 _-589
471-331_140 
734-593_141 
981-15 _966 
98-667 _-569
213-61 _152 
45-947 _-902
82-660 _-578
77-351 _-274
764-203_561 
63-449 _-386
69-952 _-883
27-816 _-789
910-733_177 
399-88 _311 
613-266_347 
583-60 _523 
697-829_-132
484-22 _462 
39-806 _-767
444-335_109 
53-233 _-180
858-56 _802 
949-66 _883 
422-91 _331 
74-883 _-809
518-709_-191
73-453 _-380
496-39 _457 
21-54  _-33 
663-57 _606 
404-309_95  
359-39 _320 
13-486 _-473
871-38 _833 
880-67 _813 
104-58 _46  
126-217_-91 
983-18 _965 
864-51 _813 
87-552 _-465
72-406 _-334
366-83 _283 
5-605  _-600
135-661_-526
141-932_-791
83-934 _-851
868-71 _797 
889-647_242 
871-143_728 
598-4  _594 
40-234 _-194
39-202 _-163
505-18 _487 
15-994 _-979
127-74 _53  
40-865 _-825
77-799 _-722
158-676_-518
924-24 _900 
880-593_287 
368-54 _314 
428-87 _341 
371-442_-71 
843-920_-77 
416-781_-365
542-604_-62 
412-984_-572
83-288 _-205
86-319 _-233
466-297_169 
87-662 _-575
80-646 _-566
980-404_576 
114-154_-40 
443-70 _373 
800-171_629 
73-868 _-795
945-674_271 
79-82  _-3  
101-87 _14  
809-176_633 
310-22 _288 
90-946 _-856
524-36 _488 
1-126  _-125
351-56 _295 
982-82 _900 
289-362_-73 
562-894_-332
19-489 _-470
79-511 _-432
908-86 _822 
13-358 _-345
301-34 _267 
66-647 _-581
241-9  _232 
689-993_-304
259-90 _169 
256-86 _170 
34-282 _-248
647-664_-17 
658-592_66  
44-580 _-536
51-831 _-780
17-279 _-262
50-559 _-509
553-627_-74 
166-88 _78  
62-351 _-289
51-999 _-948
376-226_150 
930-16 _914 
969-704_265 
33-594 _-561
672-767_-95 
52-256 _-204
320-836_-516
965-97 _868 
334-129_205 
378-94 _284 
535-88 _447 
754-575_179 
141-72 _69  
583-67 _516 
715-52 _663 
823-877_-54 
26-783 _-757
3-712  _-709
44-798 _-754
78-661 _-583
949-71 _878 
492-331_161 
58-697 _-639
571-30 _541 
350-42 _308 
751-66 _685 
173-91 _82  
93-647 _-554
769-819_-50 
194-67 _127 
12-244 _-232
422-10 _412 
253-345_-92 
653-155_498 
97-336 _-239
103-93 _10  
60-576 _-516
5-150  _-145
831-303_528 
31-912 _-881
413-973_-560
672-23 _649 
37-665 _-628
91-626 _-535
14-317 _-303
375-54 _321 
753-907_-154
667-62 _605 
917-25 _892 
592-87 _505 
929-277_652 
944-467_477 
359-829_-470
21-258 _-237
517-950_-433
390-462_-72 
778-547_231 
606-61 _545 
53-404 _-351
780-835_-55 
883-888_-5  
363-417_-54 
902-742_160 
660-271_389 
350-86 _264 
13-771 _-758
897-39 _858 
772-72 _700 
59-287 _-228
654-128_526 
791-842_-51 
22-42  _-20 
365-304_61  
271-94 _177 
50-789 _-739
8-732  _-724
57-686 _-629
465-644_-179
91-102 _-11 
8-759  _-751
505-11 _494 
125-91 _34  
30-693 _-663
995-62 _933 
18-342 _-324
809-69 _740 
514-755_-241
77-596 _-519
137-994_-857
6-587  _-581
117-719_-602
945-184_761 
439-11 _428 
34-300 _-266
934-36 _898 
851-45 _806 
72-898 _-826
587-849_-262
932-835_97  
560-356_204 
815-70 _745 
290-60 _230 
27-464 _-437
343-951_-608
420-254_166 
43-643 _-600
676-29 _647 
498-38 _460 
615-873_-258
226-548_-322
679-76 _603 
469-39 _430 
580-756_-176
785-670_115 
983-41 _942 
207-17 _190 
96-314 _-218
490-981_-491
391-211_180 
40-650 _-610
64-419 _-355
734-35 _699 
582-60 _522 
953-332_621 
200-74 _126 
354-160_194 
522-924_-402
516-70 _446 
41-339 _-298
281-581_-300
24-589 _-565
925-85 _840 
776-11 _765 
276-706_-430
64-659 _-595
658-78 _580 
75-104 _-29 
217-730_-513
308-950_-642
385-15 _370 
4-307  _-303
599-621_-22 
521-851_-330
506-88 _418 
76-594 _-518
734-635_99  
47-661 _-614
787-201_586 
911-272_639 
96-744 _-648
33-249 _-216
270-541_-271
733-801_-68 
339-532_-193
942-99 _843 
103-685_-582
368-76 _292 
98-830 _-732
443-118_325 
581-391_190 
26-33  _-7  
876-22 _854 
495-384_111 
31-392 _-361
172-726_-554
715-33 _682 
38-818 _-780
581-35 _546 
538-502_36  
821-167_654 
829-870_-41 
809-26 _783 
33-801 _-768
441-447_-6  
737-307_430 
248-68 _180 
14-590 _-576
438-86 _352 
80-839 _-759
919-457_462 
325-526_-201
987-55 _932 
797-15 _782 
926-966_-40 
141-41 _100 
69-92  _-23 
733-482_251 
4-591  _-587
775-242_533 
322-86 _236 
976-807_169 
90-101 _-11 
757-452_305 
953-78 _875 
0-324  _-324
24-870 _-846
992-11 _981 
78-628 _-550
522-418_104 
732-84 _648 
52-696 _-644
628-83 _545 
26-827 _-801
753-20 _733 
78-596 _-518
98-413 _-315
63-968 _-905
72-515 _-443
850-98 _752 
388-11 _377 
744-72 _672 
177-84 _93  
30-778 _-748
76-138 _-62 
454-51 _403 
838-527_311 
528-187_341 
524-163_361 
136-357_-221
332-104_228 
379-3  _376 
537-325_212 
783-75 _708 
408-90 _318 
827-18 _809 
74-899 _-825
36-507 _-471
340-604_-264
944-352_592 
710-26 _684 
913-775_138 
59-691 _-632
70-314 _-244
676-97 _579 
666-752_-86 
96-536 _-440
10-912 _-902
5-801  _-796
62-968 _-906
873-825_48  
508-388_120 
36-138 _-102
38-932 _-894
76-165 _-89 
604-737_-133
394-766_-372
21-719 _-698
167-535_-368
33-440 _-407
581-26 _555 
981-49 _932 
25-166 _-141
86-630 _-544
765-194_571 
407-35 _372 
948-85 _863 
253-17 _236 
830-39 _791 
814-239_575 
72-895 _-823
62-741 _-679
72-427 _-355
529-278_251 
492-561_-69 
53-519 _-466
37-667 _-630
614-76 _538 
565-30 _535 
633-155_478 
807-30 _777 
726-835_-109
788-16 _772 
398-612_-214
947-413_534 
541-3  _538 
944-341_603 
76-424 _-348
52-251 _-199
486-20 _466 
13-70  _-57 
26-718 _-692
361-87 _274 
992-64 _928 
30-325 _-295
627-239_388 
859-508_351 
892-36 _856 
26-233 _-207
848-795_53  
400-58 _342 
346-664_-318
195-55 _140 
911-498_413 
48-757 _-709
210-45 _165 
456-601_-145
287-220_67  
524-200_324 
455-77 _378 
15-131 _-116
526-212_314 
179-34 _145 
774-989_-215
593-22 _571 
940-58 _882 
73-284 _-211
27-808 _-781
32-706 _-674
596-33 _563 
84-692 _-608
665-12 _653 
58-309 _-251
84-519 _-435
97-653 _-556
105-85 _20  
730-354_376 
765-934_-169
841-88 _753 
61-662 _-601
691-169_522 
606-88 _518 
50-754 _-704
296-10 _286 
76-450 _-374
95-95  _0   
626-98 _528 
484-66 _418 
198-82 _116 
52-16  _36  
70-245 _-175
119-52 _67  
588-279_309 
387-442_-55 
522-39 _483 
764-848_-84 
90-333 _-243
834-867_-33 
75-928 _-853
208-23 _185 
733-416_317 
78-544 _-466
777-27 _750 
956-302_654 
28-870 _-842
260-673_-413
712-486_226 
24-120 _-96 
66-904 _-838
513-518_-5  
85-163 _-78 
471-827_-356
878-974_-96 
513-195_318 
86-432 _-346
34-339 _-305
73-308 _-235
805-224_581 
62-119 _-57 
46-421 _-375
841-94 _747 
39-358 _-319
44-127 _-83 
97-307 _-210
56-843 _-787
867-94 _773 
602-656_-54 
75-959 _-884
184-37 _147 
744-56 _688 
680-458_222 
213-929_-716
801-49 _752 
624-723_-99 
658-12 _646 
9-864  _-855
800-117_683 
279-399_-120
50-565 _-515
19-546 _-527
605-25 _580 
589-747_-158
643-493_150 
634-549_85  
96-404 _-308
961-48 _913 
731-166_565 
25-595 _-570
823-79 _744 
21-568 _-547
173-453_-280
516-62 _454 
14-373 _-359
896-882_14  
8-793  _-785
539-73 _466 
112-631_-519
503-525_-22 
27-703 _-676
155-16 _139 
11-688 _-677
95-374 _-279
15-811 _-796
306-73 _233 
611-802_-191
187-764_-577
91-984 _-893
61-114 _-53 
373-426_-53 
84-541 _-457
976-72 _904 
598-70 _528 
84-594 _-510
500-641_-141
607-953_-346
50-303 _-253
95-870 _-775
99-538 _-439
779-44 _735 
60-56  _4   
857-780_77  
604-93 _511 
76-196 _-120
542-46 _496 
220-391_-171
750-856_-106
54-299 _-245
820-298_522 
36-486 _-450
874-25 _849 
982-468_514 
892-243_649 
244-83 _161 
937-512_425 
342-294_48  
545-305_240 
8-477  _-469
94-723 _-629
77-536 _-459
245-637_-392
53-964 _-911
493-18 _475 
202-861_-659
316-913_-597
532-600_-68 
965-461_504 
404-875_-471
43-808 _-765
628-688_-60 
46-675 _-629
871-590_281 
10-978 _-968
112-38 _74  
343-474_-131
45-888 _-843
229-66 _163 
885-66 _819 
3-137  _-134
483-20 _463 
835-330_505 
365-28 _337 
669-951_-282
545-66 _479 
79-73  _6   
59-708 _-649
3-708  _-705
421-88 _333 
521-795_-274
70-187 _-117
536-445_91  
723-569_154 
36-469 _-433
676-84 _592 
66-502 _-436
805-70 _735 
56-110 _-54 
371-589_-218
25-510 _-485
934-136_798 
397-136_261 
747-72 _675 
164-82 _82  
236-791_-555
296-333_-37 
504-406_98  
338-243_95  
686-858_-172
137-8  _129 
72-465 _-393
97-922 _-825
30-622 _-592
954-20 _934 
258-54 _204 
88-400 _-312
50-966 _-916
32-783 _-751
797-817_-20 
52-610 _-558
19-225 _-206
737-52 _685 
41-100 _-59 
567-678_-111
197-13 _184 
92-338 _-246
357-973_-616
372-501_-129
26-139 _-113
853-291_562 
421-514_-93 
868-64 _804 
360-615_-255
622-942_-320
935-616_319 
701-64 _637 
663-782_-119
606-844_-238
558-696_-138
479-430_49  
19-536 _-517
96-834 _-738
537-61 _476 
339-49 _290 
236-78 _158 
49-84  _-35 
44-480 _-436
88-690 _-602
949-18 _931 
147-37 _110 
631-54 _577 
79-390 _-311
15-517 _-502
543-90 _453 
80-651 _-571
250-16 _234 
20-900 _-880
732-138_594 
329-42 _287 
29-12  _17  
512-169_343 
903-529_374 
869-545_324 
127-888_-761
94-470 _-376
723-922_-199
395-827_-432
412-15 _397 
823-648_175 
495-344_151 
251-225_26  
708-982_-274
922-634_288 
513-454_59  
72-691 _-619
791-24 _767 
104-37 _67  
616-545_71  
198-215_-17 
178-847_-669
47-939 _-892
662-300_362 
747-440_307 
47-963 _-916
192-16 _176 
26-463 _-437
37-894 _-857
209-93 _116 
373-34 _339 
95-421 _-326
17-716 _-699
674-69 _605 
118-426_-308
98-953 _-855
5-838  _-833
567-21 _546 
82-487 _-405
185-211_-26 
236-201_35  
646-33 _613 
532-89 _443 
807-70 _737 
79-923 _-844
57-106 _-49 
561-25 _536 
379-673_-294
732-49 _683 
410-78 _332 
933-20 _913 
33-545 _-512
817-952_-135
47-181 _-134
607-954_-347
534-70 _464 
490-18 _472 
258-828_-570
496-430_66  
995-82 _913 
458-676_-218
792-285_507 
259-510_-251
66-838 _-772
58-316 _-258
574-703_-129
22-482 _-460
423-574_-151
635-130_505 
80-957 _-877
466-66 _400 
191-56 _135 
612-33 _579 
630-63 _567 
1-593  _-592
90-759 _-669
988-914_74  
930-563_367 
528-28 _500 
72-809 _-737
703-96 _607 
600-34 _566 
757-71 _686 
107-56 _51  
235-80 _155 
26-550 _-524
679-296_383 
40-520 _-480
158-29 _129 
939-593_346 
14-853 _-839
7-504  _-497
339-341_-2  
44-829 _-785
46-683 _-637
558-17 _541 
165-580_-415
712-117_595 
34-415 _-381
36-318 _-282
956-62 _894 
171-581_-410
750-155_595 
608-198_410 
513-31 _482 
880-663_217 
827-808_19  
713-212_501 
309-218_91  
447-63 _384 
633-422_211 
342-724_-382
16-648 _-632
977-701_276 
324-130_194 
89-762 _-673
779-636_143 
88-27  _61  
87-161 _-74 
545-846_-301
661-319_342 
46-849 _-803
16-622 _-606
978-214_764 
445-78 _367 
428-67 _361 
469-64 _405 
428-17 _411 
0-600  _-600
719-46 _673 
249-316_-67 
49-222 _-173
502-505_-3  
76-571 _-495
575-205_370 
507-342_165 
80-400 _-320
98-377 _-279
85-367 _-282
48-495 _-447
318-890_-572
962-769_193 
318-173_145 
23-116 _-93 
54-390 _-336
348-306_42  
907-324_583 
123-15 _108 
839-461_378 
459-374_85  
634-11 _623 
49-857 _-808
469-205_264 
412-409_3   
516-260_256 
78-322 _-244
944-667_277 
218-457_-239
740-53 _687 
910-89 _821 
237-64 _173 
25-854 _-829
964-91 _873 
41-594 _-553
27-496 _-469
87-529 _-442
22-965 _-943
49-515 _-466
233-674_-441
228-818_-590
92-656 _-564
915-343_572 
57-585 _-528
34-172 _-138
79-153 _-74 
476-54 _422 
22-720 _-698
422-93 _329 
14-28  _-14 
23-454 _-431
989-28 _961 
389-315_74  
837-64 _773 
45-389 _-344
126-24 _102 
119-449_-330
786-25 _761 
28-841 _-813
982-857_125 
751-619_132 
43-296 _-253
537-154_383 
115-313_-198
518-22 _496 
956-143_813 
60-467 _-407
96-615 _-519
17-233 _-216
42-48  _-6  
639-425_214 
955-957_-2  
336-428_-92 
191-462_-271
642-606_36  
44-322 _-278
457-26 _431 
45-76  _-31 
39-476 _-437
4-991  _-987
79-375 _-296
814-83 _731 
185-695_-510
52-384 _-332
55-70  _-15 
235-40 _195 
79-956 _-877
723-516_207 
60-949 _-889
565-78 _487 
36-956 _-920
94-662 _-568
46-377 _-331
67-424 _-357
1-996  _-995
335-3  _332 
311-46 _265 
545-46 _499 
173-860_-687
800-68 _732 
937-893_44  
843-334_509 
836-818_18  
159-505_-346
820-460_360 
336-266_70  
887-210_677 
270-65 _205 
908-319_589 
337-133_204 
564-453_111 
470-39 _431 
751-30 _721 
317-948_-631
17-741 _-724
955-389_566 
960-208_752 
821-263_558 
325-79 _246 
962-882_80  
380-695_-315
340-555_-215
867-514_353 
652-49 _603 
415-827_-412
95-278 _-183
692-28 _664 
953-419_534 
932-551_381 
271-80 _191 
33-805 _-772
409-90 _319 
947-931_16  
561-17 _544 
919-63 _856 
200-517_-317
217-77 _140 
88-799 _-711
58-984 _-926
56-818 _-762
18-746 _-728
548-46 _502 
792-28 _764 
59-296 _-237
832-64 _768 
812-12 _800 
433-870_-437
43-825 _-782
55-896 _-841
766-840_-74 
268-49 _219 
70-267 _-197
710-11 _699 
669-84 _585 
84-231 _-147
382-30 _352 
35-404 _-369
744-57 _687 
688-562_126 
384-187_197 
122-602_-480
74-65  _9   
685-813_-128
478-332_146 
917-98 _819 
36-306 _-270
829-494_335 
26-146 _-120
306-765_-459
61-202 _-141
38-756 _-718
707-11 _696 
124-756_-632
50-133 _-83 
362-26 _336 
522-444_78  
265-533_-268
92-130 _-38 
113-39 _74  
59-282 _-223
786-478_308 
865-61 _804 
870-907_-37 
293-17 _276 
809-976_-167
269-28 _241 
54-642 _-588
355-950_-595
25-116 _-91 
87-674 _-587
564-51 _513 
226-52 _174 
38-523 _-485
613-46 _567 
625-645_-20 
657-746_-89 
314-64 _250 
547-91 _456 
468-47 _421 
159-284_-125
56-66  _-10 
414-924_-510
58-543 _-485
26-487 _-461
530-12 _518 
208-325_-117
585-900_-315
76-772 _-696
553-735_-182
95-35  _60  
950-158_792 
871-37 _834 
638-155_483 
228-71 _157 
277-380_-103
703-31 _672 
402-842_-440
331-144_187 
873-824_49  
296-837_-541
0-674  _-674
469-53 _416 
452-84 _368 
35-714 _-679
147-861_-714
37-155 _-118
101-33 _68  
117-497_-380
523-58 _465 
496-77 _419 
886-88 _798 
704-62 _642 
46-53  _-7  
171-24 _147 
74-252 _-178
817-970_-153
21-546 _-525
653-22 _631 
835-3  _832 
76-377 _-301
79-694 _-615
35-428 _-393
33-527 _-494
742-20 _722 
928-102_826 
738-65 _673 
867-79 _788 
15-547 _-532
24-150 _-126
523-358_165 
426-2  _424 
542-599_-57 
372-743_-371
90-777 _-687
51-243 _-192
62-448 _-386
697-959_-262
41-433 _-392
25-324 _-299
761-37 _724 
137-90 _47  
587-706_-119
138-83 _55  
59-482 _-423
335-549_-214
39-617 _-578
651-368_283 
627-66 _561 
59-840 _-781
681-374_307 
381-685_-304
95-282 _-187
142-88 _54  
445-52 _393 
31-725 _-694
439-67 _372 
73-975 _-902
74-132 _-58 
363-139_224 
189-47 _142 
168-669_-501
48-139 _-91 
727-37 _690 
76-813 _-737
83-105 _-22 
53-458 _-405
135-44 _91  
99-975 _-876
88-312 _-224
997-85 _912 
13-522 _-509
564-24 _540 
415-231_184 
241-46 _195 
822-21 _801 
931-459_472 
875-293_582 
842-272_570 
195-363_-168
284-689_-405
714-334_380 
504-211_293 
516-231_285 
432-765_-333
841-76 _765 
24-972 _-948
939-450_489 
38-266 _-228
67-725 _-658
775-778_-3  
638-15 _623 
286-18 _268 
71-956 _-885
369-54 _315 
21-171 _-150
185-42 _143 
7-881  _-874
819-572_247 
176-151_25  
589-247_342 
609-99 _510 
57-740 _-683
347-303_44  
427-460_-33 
938-91 _847 
5-345  _-340
22-883 _-861
94-244 _-150
451-93 _358 
33-201 _-168
595-40 _555 
302-30 _272 
38-91  _-53 
24-765 _-741
497-753_-256
239-519_-280
267-90 _177 
833-124_709 
300-832_-532
766-737_29  
357-50 _307 
149-484_-335
337-95 _242 
26-799 _-773
142-495_-353
39-605 _-566
435-81 _354 
655-240_415 
64-627 _-563
19-806 _-787
329-89 _240 
898-21 _877 
625-219_406 
18-517 _-499
347-66 _281 
48-826 _-778
8-115  _-107
99-128 _-29 
71-177 _-106
418-47 _371 
928-478_450 
728-213_515 
69-428 _-359
277-32 _245 
981-229_752 
393-827_-434
593-768_-175
375-137_238 
25-859 _-834
391-821_-430
37-484 _-447
846-175_671 
66-89  _-23 
669-38 _631 
765-353_412 
336-556_-220
355-809_-454
653-51 _602 
414-884_-470
365-45 _320 
601-401_200 
88-878 _-790
30-514 _-484
63-898 _-835
484-8  _476 
588-970_-382
20-185 _-165
30-534 _-504
48-705 _-657
45-28  _17  
976-62 _914 
142-698_-556
614-252_362 
34-41  _-7  
379-47 _332 
69-188 _-119
56-545 _-489
863-867_-4  
543-10 _533 
80-702 _-622
56-259 _-203
802-27 _775 
168-27 _141 
60-528 _-468
507-554_-47 
291-24 _267 
856-383_473 
429-746_-317
87-261 _-174
329-43 _286 
79-184 _-105
775-53 _722 
62-430 _-368
761-97 _664 
292-325_-33 
36-985 _-949
29-282 _-253
733-97 _636 
828-412_416 
80-411 _-331
22-657 _-635
174-587_-413
0-170  _-170
517-78 _439 
14-555 _-541
997-32 _965 
134-66 _68  
48-964 _-916
98-429 _-331
948-390_558 
45-74  _-29 
17-757 _-740
349-99 _250 
78-160 _-82 
570-72 _498 
58-441 _-383
720-863_-143
315-3  _312 
573-86 _487 
661-89 _572 
782-49 _733 
599-81 _518 
1-731  _-730
182-378_-196
386-92 _294 
620-115_505 
282-830_-548
23-80  _-57 
837-56 _781 
678-415_263 
725-264_461 
71-133 _-62 
98-400 _-302
592-938_-346
39-50  _-11 
60-408 _-348
290-25 _265 
271-363_-92 
127-27 _100 
222-330_-108
529-206_323 
79-124 _-45 
477-663_-186
740-12 _728 
730-904_-174
61-815 _-754
65-749 _-684
960-366_594 
366-311_55  
94-696 _-602
19-323 _-304
751-163_588 
314-176_138 
348-392_-44 
60-269 _-209
81-119 _-38 
93-173 _-80 
19-809 _-790
46-57  _-11 
607-97 _510 
39-570 _-531
367-664_-297
645-5  _640 
19-949 _-930
16-167 _-151
754-61 _693 
224-474_-250
942-225_717 
965-42 _923 
82-501 _-419
301-625_-324
139-84 _55  
960-645_315 
37-747 _-710
63-117 _-54 
997-16 _981 
340-35 _305 
315-707_-392
828-758_70  
953-924_29  
945-752_193 
343-711_-368
647-77 _570 
300-859_-559
42-328 _-286
341-964_-623
154-78 _76  
68-415 _-347
728-826_-98 
351-396_-45 
810-144_666 
63-178 _-115
191-951_-760
87-435 _-348
309-427_-118
552-54 _498 
732-43 _689 
216-406_-190
616-440_176 
519-683_-164
627-20 _607 
272-275_-3  
651-62 _589 
242-15 _227 
647-460_187 
968-599_369 
629-653_-24 
898-809_89  
935-854_81  
568-7  _561 
430-737_-307
735-531_204 
662-365_297 
97-123 _-26 
85-606 _-521
722-87 _635 
231-517_-286
384-10 _374 
459-633_-174
466-10 _456 
640-33 _607 
946-98 _848 
532-620_-88 
950-54 _896 
39-255 _-216
79-539 _-460
512-46 _466 
10-421 _-411
668-842_-174
475-876_-401
27-196 _-169
365-519_-154
488-78 _410 
753-79 _674 
762-162_600 
265-41 _224 
577-674_-97 
75-258 _-183
989-158_831 
77-250 _-173
729-65 _664 
711-10 _701 
55-740 _-685
38-148 _-110
764-82 _682 
977-846_131 
74-858 _-784
170-450_-280
68-801 _-733
299-90 _209 
743-87 _656 
501-927_-426
774-824_-50 
561-365_196 
417-634_-217
17-760 _-743
842-473_369 
688-157_531 
438-986_-548
472-622_-150
518-430_88  
598-1  _597 
471-473_-2  
738-39 _699 
814-981_-167
11-456 _-445
22-688 _-666
672-911_-239
43-657 _-614
582-292_290 
308-811_-503
51-907 _-856
513-967_-454
198-922_-724
18-35  _-17 
212-111_101 
305-31 _274 
63-210 _-147
83-252 _-169
197-649_-452
633-906_-273
840-423_417 
813-29 _784 
845-94 _751 
18-750 _-732
535-612_-77 
189-685_-496
797-389_408 
187-87 _100 
494-683_-189
960-62 _898 
531-33 _498 
788-18 _770 
750-233_517 
74-85  _-11 
333-43 _290 
48-323 _-275
147-696_-549
775-881_-106
318-16 _302 
92-584 _-492
77-873 _-796
166-380_-214
969-34 _935 
608-171_437 
47-180 _-133
359-17 _342 
176-156_20  
28-450 _-422
549-547_2   
19-760 _-741
101-694_-593
804-82 _722 
252-699_-447
189-6  _183 
828-145_683 
57-481 _-424
47-863 _-816
72-928 _-856
356-76 _280 
910-807_103 
978-228_750 
975-362_613 
137-667_-530
327-87 _240 
874-90 _784 
524-631_-107
71-26  _45  
8-963  _-955
61-502 _-441
782-20 _762 
978-87 _891 
595-987_-392
274-833_-559
717-96 _621 
483-60 _423 
278-63 _215 
798-709_89  
141-15 _126 
602-20 _582 
85-442 _-357
25-886 _-861
17-383 _-366
47-219 _-172
977-99 _878 
154-28 _126 
460-21 _439 
55-504 _-449
540-58 _482 
738-28 _710 
240-161_79  
53-653 _-600
45-788 _-743
139-965_-826
569-697_-128
496-620_-124
700-163_537 
180-13 _167 
341-98 _243 
594-624_-30 
584-75 _509 
221-62 _159 
79-632 _-553
73-110 _-37 
652-38 _614 
63-573 _-510
77-284 _-207
851-31 _820 
418-545_-127
28-36  _-8  
791-14 _777 
599-866_-267
49-410 _-361
